StatementCode,Parent Node,Is Parent Standard,Grade,Subject,Sub-Subject,Statement
CCSS.ELA-Literacy.CCRA.L.5,,FALSE,8,English,English Language Arts and Literacy,"Demonstrate understanding of figurative language, word relationships, and nuances in word meanings."
CCSS.ELA-Literacy.CCRA.L.5,,FALSE,9,English,English Language Arts and Literacy,"Demonstrate understanding of figurative language, word relationships, and nuances in word meanings."
CCSS.ELA-Literacy.CCRA.L.5,,FALSE,10,English,English Language Arts and Literacy,"Demonstrate understanding of figurative language, word relationships, and nuances in word meanings."
CCSS.ELA-Literacy.CCRA.L.5,,FALSE,11,English,English Language Arts and Literacy,"Demonstrate understanding of figurative language, word relationships, and nuances in word meanings."
CCSS.ELA-Literacy.CCRA.L.5,,FALSE,12,English,English Language Arts and Literacy,"Demonstrate understanding of figurative language, word relationships, and nuances in word meanings."
CCSS.ELA-Literacy.CCRA.L.6,,FALSE,K,English,English Language Arts and Literacy,"Acquire and use accurately a range of general academic and domain-specific words and phrases sufficient for reading, writing, speaking, and listening at the college and career readiness level; demonstrate independence in gathering vocabulary knowledge when encountering an unknown term important to comprehension or expression."
CCSS.ELA-Literacy.CCRA.L.6,,FALSE,1,English,English Language Arts and Literacy,"Acquire and use accurately a range of general academic and domain-specific words and phrases sufficient for reading, writing, speaking, and listening at the college and career readiness level; demonstrate independence in gathering vocabulary knowledge when encountering an unknown term important to comprehension or expression."
CCSS.ELA-Literacy.CCRA.L.6,,FALSE,2,English,English Language Arts and Literacy,"Acquire and use accurately a range of general academic and domain-specific words and phrases sufficient for reading, writing, speaking, and listening at the college and career readiness level; demonstrate independence in gathering vocabulary knowledge when encountering an unknown term important to comprehension or expression."
CCSS.ELA-Literacy.CCRA.L.6,,FALSE,3,English,English Language Arts and Literacy,"Acquire and use accurately a range of general academic and domain-specific words and phrases sufficient for reading, writing, speaking, and listening at the college and career readiness level; demonstrate independence in gathering vocabulary knowledge when encountering an unknown term important to comprehension or expression."
CCSS.ELA-Literacy.CCRA.L.6,,FALSE,4,English,English Language Arts and Literacy,"Acquire and use accurately a range of general academic and domain-specific words and phrases sufficient for reading, writing, speaking, and listening at the college and career readiness level; demonstrate independence in gathering vocabulary knowledge when encountering an unknown term important to comprehension or expression."
CCSS.ELA-Literacy.CCRA.L.6,,FALSE,5,English,English Language Arts and Literacy,"Acquire and use accurately a range of general academic and domain-specific words and phrases sufficient for reading, writing, speaking, and listening at the college and career readiness level; demonstrate independence in gathering vocabulary knowledge when encountering an unknown term important to comprehension or expression."
CCSS.ELA-Literacy.CCRA.L.6,,FALSE,6,English,English Language Arts and Literacy,"Acquire and use accurately a range of general academic and domain-specific words and phrases sufficient for reading, writing, speaking, and listening at the college and career readiness level; demonstrate independence in gathering vocabulary knowledge when encountering an unknown term important to comprehension or expression."
CCSS.ELA-Literacy.CCRA.L.6,,FALSE,7,English,English Language Arts and Literacy,"Acquire and use accurately a range of general academic and domain-specific words and phrases sufficient for reading, writing, speaking, and listening at the college and career readiness level; demonstrate independence in gathering vocabulary knowledge when encountering an unknown term important to comprehension or expression."
CCSS.ELA-Literacy.CCRA.L.6,,FALSE,8,English,English Language Arts and Literacy,"Acquire and use accurately a range of general academic and domain-specific words and phrases sufficient for reading, writing, speaking, and listening at the college and career readiness level; demonstrate independence in gathering vocabulary knowledge when encountering an unknown term important to comprehension or expression."
CCSS.ELA-Literacy.CCRA.L.6,,FALSE,9,English,English Language Arts and Literacy,"Acquire and use accurately a range of general academic and domain-specific words and phrases sufficient for reading, writing, speaking, and listening at the college and career readiness level; demonstrate independence in gathering vocabulary knowledge when encountering an unknown term important to comprehension or expression."
CCSS.ELA-Literacy.CCRA.L.6,,FALSE,10,English,English Language Arts and Literacy,"Acquire and use accurately a range of general academic and domain-specific words and phrases sufficient for reading, writing, speaking, and listening at the college and career readiness level; demonstrate independence in gathering vocabulary knowledge when encountering an unknown term important to comprehension or expression."
CCSS.ELA-Literacy.CCRA.L.6,,FALSE,11,English,English Language Arts and Literacy,"Acquire and use accurately a range of general academic and domain-specific words and phrases sufficient for reading, writing, speaking, and listening at the college and career readiness level; demonstrate independence in gathering vocabulary knowledge when encountering an unknown term important to comprehension or expression."
CCSS.ELA-Literacy.CCRA.L.6,,FALSE,12,English,English Language Arts and Literacy,"Acquire and use accurately a range of general academic and domain-specific words and phrases sufficient for reading, writing, speaking, and listening at the college and career readiness level; demonstrate independence in gathering vocabulary knowledge when encountering an unknown term important to comprehension or expression."
CCSS.ELA-Literacy.RL.K.1,,FALSE,K,English,English Language Arts and Literacy,"With prompting and support, ask and answer questions about key details in a text."
CCSS.ELA-Literacy.RL.K.2,,FALSE,K,English,English Language Arts and Literacy,"With prompting and support, retell familiar stories, including key details."
CCSS.ELA-Literacy.RL.K.3,,FALSE,K,English,English Language Arts and Literacy,"With prompting and support, identify characters, settings, and major events in a story."
CCSS.ELA-Literacy.RL.K.4,,FALSE,K,English,English Language Arts and Literacy,Ask and answer questions about unknown words in a text.
CCSS.ELA-Literacy.RL.K.5,,FALSE,K,English,English Language Arts and Literacy,"Recognize common types of texts (e.g., storybooks, poems)."
CCSS.ELA-Literacy.RL.K.6,,FALSE,K,English,English Language Arts and Literacy,"With prompting and support, name the author and illustrator of a story and define the role of each in telling the story."
CCSS.ELA-Literacy.RL.K.7,,FALSE,K,English,English Language Arts and Literacy,"With prompting and support, describe the relationship between illustrations and the story in which they appear (e.g., what moment in a story an illustration depicts)."
CCSS.ELA-Literacy.RL.K.9,,FALSE,K,English,English Language Arts and Literacy,"With prompting and support, compare and contrast the adventures and experiences of characters in familiar stories."
CCSS.ELA-Literacy.RL.K.10,,FALSE,K,English,English Language Arts and Literacy,Actively engage in group reading activities with purpose and understanding.
CCSS.ELA-Literacy.RL.1.1,,FALSE,1,English,English Language Arts and Literacy,Ask and answer questions about key details in a text.
CCSS.ELA-Literacy.RL.1.2,,FALSE,1,English,English Language Arts and Literacy,"Retell stories, including key details, and demonstrate understanding of their central message or lesson."
CCSS.ELA-Literacy.RL.1.3,,FALSE,1,English,English Language Arts and Literacy,"Describe characters, settings, and major events in a story, using key details."
CCSS.ELA-Literacy.RL.1.4,,FALSE,1,English,English Language Arts and Literacy,Identify words and phrases in stories or poems that suggest feelings or appeal to the senses.
CCSS.ELA-Literacy.RL.1.5,,FALSE,1,English,English Language Arts and Literacy,"Explain major differences between books that tell stories and books that give information, drawing on a wide reading of a range of text types."
CCSS.ELA-Literacy.RL.1.6,,FALSE,1,English,English Language Arts and Literacy,Identify who is telling the story at various points in a text.
CCSS.ELA-Literacy.RL.1.7,,FALSE,1,English,English Language Arts and Literacy,"Use illustrations and details in a story to describe its characters, setting, or events."
CCSS.ELA-Literacy.RL.1.9,,FALSE,1,English,English Language Arts and Literacy,Compare and contrast the adventures and experiences of characters in stories.
CCSS.ELA-Literacy.RL.1.10,,FALSE,1,English,English Language Arts and Literacy,"With prompting and support, read prose and poetry of appropriate complexity for grade 1."
CCSS.ELA-Literacy.RL.2.1,,FALSE,2,English,English Language Arts and Literacy,"Ask and answer such questions as who, what, where, when, why, and how to demonstrate understanding of key details in a text."
CCSS.ELA-Literacy.RL.2.2,,FALSE,2,English,English Language Arts and Literacy,"Recount stories, including fables and folktales from diverse cultures, and determine their central message, lesson, or moral."
